id,adult,budget,homepage,original_language,original_title,title,tagline,overview,popularity,release_date,revenue,runtime
10599,False,40000000,,it,Pinocchio,Pinocchio,,"Roberto Benigni adapts the classic children's tale by Carlo Collodi for the big-budget family-oriented comedy Pinocchio.",6.463613,2002-12-25,41323171,108.0
1574,False,45000000,,en,Chicago,Chicago,"If You Can't Be Famous, Be Infamous","Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.",13.325347,2002-12-26,306776732,113.0
590,False,25000000,,en,"The Hours","The Hours","The time to hide is over. The time to regret is gone. The time to live is now.","""The Hours"" is the story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition.",14.686487,2002-12-27,41597830,114.0
13560,False,11000000,,en,Max,Max,"Art + Politics = Power","In 1918, a young, disillusioned Adolph Hitler strikes up a friendship with a Jewish art dealer while weighing a life of passion for art vs. talent at politics",5.740474,2002-09-10,0,106.0
29339,False,0,,en,"Nicholas Nickleby","Nicholas Nickleby",,"The Charles Dickens story of Nicholas Nickleby, a young boy in search of a better life for his recently torn-apart family. A young compassionate man struggles to save his family and friends from the abusive exploitation of his coldheartedly grasping uncle.",4.056577,2002-12-27,0,132.0
423,False,35000000,http://www.thepianistmovie.com/,en,"The Pianist","The Pianist","Music was his passion. Survival was his masterpiece.","The Pianist is a film adapted from the biography of Wladyslaw Szpilman. A Jewish-Polish pianist who during the second world war lived and hid miraculously in Warsaw after having gone through a terrible tragedy. A film from Roman Polanski.",14.811594,2002-09-24,120072577,150.0
28028,False,110,,en,Sonny,Sonny,,"New Orleans, 1981. Sonny Phillips, just discharged from the Army, returns home. The only life he's known is as a gigolo, working for his mother, but he wants to leave that behind. However, the job his Army buddy promised doesn't materialize, and he can't escape his past.",4.387474,2002-10-26,0,110.0
41084,False,0,,en,"Champagne For Caesar","Champagne For Caesar","�the bubbliest, frothiest, tickliest comedy!","What happens when the man who knows everything goes on a quiz show that doubles your cash prize every time a you answer a question correctly? Beauregard Bottomly is that man &amp; what happens is you end up with 40 million dollars at stake.",0.503289,1950-05-11,0,99.0
18773,False,0,,en,Doppelganger,Doppelganger,"In every good, there is evil. In Holly Gooding there is something worse. Much worse.","A woman moves from NYC to LA after a murder, in which she is implicated. She is followed by what is apparently her evil alter- ego. She moves into a room for rent by a writer, and he begins having an affair with her, but after some strange things happen, he's not so sure if the affair is with her or her doppelganger.",1.166411,1993-03-01,0,104.0
16225,False,15000000,,en,"Heavy Metal 2000","Heavy Metal 2000","not to survive the fight in the external world without inner strength","Upon discovery of a shard of what could be the Loc-Nar, a miner named Tyler becomes possessed with an insatiable hunger for power and a thirst for immortality. On his way to the planet of youth, Tyler wipes out most of a space colony and kidnaps a beautiful young woman. His only mistake is that he doesn't kill her sister, Julie, who then sets out on a mission of rescue and revenge.",3.511503,2000-04-19,0,88.0
28679,False,0,,it,"La casa sperduta nel parco","House on the Edge of the Park","Anything Could Happen� Everything Did!","Alex (David Hess) is a darkly sinister thug driving around New York City at night when he spots a young woman (Karoline Mardeck) driving alongside him. He follows the woman to a nearby park where he cuts her off, gets out of his car, and runs into hers where he throws her into the back seat and proceeds to savagely rape her before strangling her to death. He takes her locket as a trophy to another one of his many killings.",3.227677,1980-11-06,0,91.0
262,False,20000000,,en,"The King of Comedy","The King of Comedy","It's No Laughing Matter.","Aspiring comic Rupert Pupkin attempts to achieve success in show business by stalking his idol, a late night talk-show host who craves his own privacy.",9.093411,1982-12-18,0,109.0
15395,False,0,,en,"Love Liza","Love Liza",,"Following the unexplained suicide of his wife Liza, website designer Wilson Joel turns to huffing gasoline fumes and remote control gaming while avoiding an inevitable conflict with his mother-in-law.",2.362585,2002-12-30,0,90.0
4912,False,30000000,,en,"Confessions of a Dangerous Mind","Confessions of a Dangerous Mind","Some things are better left top secret.","Television made him famous, but his biggest hits happened off screen. Television producer by day, CIA assassin by night, Chuck Barris was recruited by the CIA at the height of his TV career and trained to become a covert operative. Or so Barris said.",11.331072,2002-12-30,33013805,113.0
107693,False,0,,pt,"Vale Abra�o","Abraham's Valley",,"Ema is a very attractive but innocent girl, so pretty that cars crash in her presence. Young marries Dr. Carlo Paiva, who she is not attracted to, but is her father's friend. They move to the Valley of Abraham. Carlo loves her, but decides to sleep in a separate room, to avoid waking Ema when he has to return late at night. With time she begins to feel unhappy about her marriage so she finds a lover.",0.306179,1993-09-01,0,203.0
23626,False,0,,en,"Blue Collar Comedy Tour: The Movie","Blue Collar Comedy Tour: The Movie",,"The comedic stylings of four sort-of famous funnymen are brought to the big screen courtesy of this 2002 documentary.",1.578537,2003-03-28,604856,105.0
12090,False,18000000,,en,"Just Married","Just Married","Welcome to the honeymoon from hell.","Tom Leezak and Sarah McNerney fall in love and plan to get married, despite opposition from Sarah's uptight, rich family. When they do get married, and get a chance to prove Sarah's family wrong, they go on a European honeymoon and run into disaster after disaster. They have to decide whether the honeymoon from hell and a few pre-marital mistakes are worth throwing away their love and marriage.",6.001152,2003-01-09,101564935,95.0
44233,False,0,,en,"P.S. Your Cat Is Dead!","P.S. Your Cat Is Dead!",,"With his life already in shambles -- his girlfriend just dumped him, he's lost his acting gig, and his cat is seriously ill -- sad-sack Jimmy Zoole (Steve Guttenberg) comes home New Year's Eve to find a gay burglar (Lombardo Boyar) looting his apartment. Taking the intruder hostage, Jimmy threatens to unleash his pent-up rage on the would-be thief but instead begins to bond with his captive.",0.296765,2002-01-01,0,92.0
35172,False,0,,fr,"Le fils","The Son",,"A joinery instructor at a rehab center refuses to take a new teen as his apprentice, but then begins to follow the boy through the hallways and streets.",1.916933,2002-05-23,0,103.0
36273,False,0,,ja,"Hy�ry�-gai","The City of Lost Souls",,"Brazilian-Japanese gangster Mario rescues his Chinese girlfriend Kei as she's about to be deported from Japan. Desperate to escape, he hides in Tokyo's booming Japanese-Portuguese community and seeks passage from the country from a Russian mobster. To meet his price, they hold up a bigtime drug deal between the Chinese Mafia and the local Yakuza.",0.408024,2000-09-15,0,102.0
14390,False,0,,en,"Double Whammy","Double Whammy","A comedy about a detective with everything... but a clue.","Ray Pluto has many problems. He is satirized in the tabloids as the ""loser cop."" His partner is starting to seem suspiciously attracted to him. A pair of screenwriters across the hall keep bugging him for help. The superintendent of his building is stabbed by hoodlums hired by his own rebellious daughter. To top it off, a sexually aggressive chiropractor may just be Ray's undoing.",1.836741,2001-01-20,0,93.0
41209,False,0,,en,WiseGirls,WiseGirls,"Crime never looked so good","A new waitress working at an Italian restaurant in New York City finds herself entangled in a mob-run underworld of drug dealing and murder.",1.435948,2002-12-06,0,96.0
9582,False,20000000,,en,"A Guy Thing","A Guy Thing","Boy meets girl. Boy meets girl's cousin.","Paul Morse is a good guy. When his friends throw him a wild bachelor party, he just wants to keep his conscience clean -- which is why he's shocked when he wakes up in bed with a beautiful girl named Becky and can't remember the night before. Desperate to keep his fianc�e, Karen, from finding out what may or may not be the truth, he tells her a teensy lie. Soon his lies are spiraling out of control and his life is a series of comical misunderstandings.",4.444724,2003-01-17,17432163,101.0
